"datetime","demand_fcast","demand","tempsim"
"359",2020-01-15 22:30:00,5.53611069429436,5.6,3.88779450003961
"360",2020-01-15 23:30:00,5.20663436588995,5.167,3.41965839864877
"361",2020-01-16 00:30:00,4.98359332029588,4.82,7.5473718996106
"362",2020-01-16 01:30:00,4.60219311403617,4.589,7.14865617255423
"363",2020-01-16 02:30:00,4.43827784721137,4.485,3.32057792510833
"364",2020-01-16 03:30:00,4.26283118930652,4.449,7.80354541798416
"365",2020-01-16 04:30:00,4.39290237703878,4.511,8.56793123664319
"366",2020-01-16 05:30:00,4.44420516264462,4.671,5.98724782388986
"367",2020-01-16 06:30:00,4.85608918483866,5.183,6.88707669727282
"368",2020-01-16 07:30:00,5.31558137643062,5.782,-0.746743531402434
"369",2020-01-16 08:30:00,5.68943505540838,6.153,-1.40675160356997
"370",2020-01-16 09:30:00,5.95603621601142,6.32,-1.81989515987697
"371",2020-01-16 10:30:00,5.80087762359691,6.22,0.52172799748854
"372",2020-01-16 11:30:00,5.81897368784415,6.149,-0.00648354118510186
"373",2020-01-16 12:30:00,5.68350404897765,6.036,-0.250898447026878
"374",2020-01-16 13:30:00,5.67281895699624,5.979,-1.87147644495563
"375",2020-01-16 14:30:00,5.62456379176007,5.876,-5.27218161761717
"376",2020-01-16 15:30:00,5.63243719599026,5.841,-1.40095752177809
"377",2020-01-16 16:30:00,5.77303946030791,5.887,1.25860263112182
"378",2020-01-16 17:30:00,6.05678143530536,6.143,-0.418947067536549
"379",2020-01-16 18:30:00,6.30315855767087,6.476,0.932529498289428
"380",2020-01-16 19:30:00,6.18600149932281,6.47,-0.299389805418106
"381",2020-01-16 20:30:00,6.01482108076807,6.205,-1.81382985326316
"382",2020-01-16 21:30:00,5.66878527341138,5.916,-0.361381570358878
"383",2020-01-16 22:30:00,5.46783559769024,5.623,0.946597751731804
"384",2020-01-16 23:30:00,5.13519310474386,5.204,0.19823770279428
"385",2020-01-17 00:30:00,4.86686172519969,4.858,0.545183314881935
"386",2020-01-17 01:30:00,4.51382588282048,4.616,1.08704035571213
